"Level","Question","Option_A","Option_B","Option_C","Option_D","Correct_Option","Solution","Needs_Review"
"Intermediate","A hexagon rotates 60° anticlockwise and adds one side: Hexagon, Heptagon, Octagon, __. What is the next shape and rotation?","Octadecagon, 240° clockwise","Hexadecagon, 300° anticlockwise","Heptagon, 300° anticlockwise","Nonagon, 240° anticlockwise","D","Sides: 6, 7, 8, 9 (Nonagon). Rotation: 60° × 4 = 240° anticlockwise.","TRUE"
"Intermediate","A sequence of squares adds 1 small square and alternates colors: 1 (Red), 2 (Blue), 3 (Red), __. What is the next number and color?","4 squares, Blue","4 squares, Red","3 squares, Blue","2 squares, Red","A","Squares: 1, 2, 3, 4. Colors alternate: Red, Blue, Red, Blue.","TRUE"
"Intermediate","A triangle doubles sides and rotates 120° clockwise: 3, 6, 12, __. What is the next number of sides and rotation?","15 sides, 240° clockwise","6 sides, 60° clockwise","20 sides, 180° clockwise","24 sides, 120° clockwise","D","Sides: 3, 6, 12, 24. Rotation: 120° × 4 = 480° = 120°.","TRUE"
"Intermediate","A sequence cycles shapes (Circle, Square, Triangle) and fills: Circle (Filled), Square (Empty), Triangle (Filled), Circle (Empty), Square (Filled), __. What is the next shape and state?","Triangle, Empty","Circle, Filled","Square, Empty","Triangle, Filled","A","Shapes cycle: Circle, Square, Triangle. Fill cycles: Filled, Empty, Filled. Next: Triangle (Empty).","TRUE"
"Intermediate","A rectangle increases width by 1 and doubles length: 2×1, 4×2, 8×3, __. What is the next rectangle?","16×5","8×6","32×3","16×4","D","Length: 2, 4, 8, 16. Width: 1, 2, 3, 4. Next: 16×4.","TRUE"
"Intermediate","A sequence of circles adds 2 and alternates fill: 2 (Filled), 4 (Empty), 6 (Filled), __. What is the next number and state?","10 circles, Empty","8 circles, Filled","6 circles, Empty","8 circles, Empty","D","Number: 2, 4, 6, 8. Fill alternates: Filled, Empty, Filled, Empty.","TRUE"
"Intermediate","A pentagon increases sides by 2 and rotates 36° clockwise: 5, 7, 9, __. What is the next shape and rotation?","11-gon, 36° counterclockwise","9-gon, 72° clockwise","11-gon, 144° clockwise","7-gon, 108° clockwise","C","Sides: 5, 7, 9, 11 (11-gon). Rotation: 36° × 4 = 144°.","TRUE"
"Intermediate","A sequence alternates shapes and colors: Triangle (Red), Square (Blue), Triangle (Red), Square (Blue), __. What is the next shape and color?","Square, Blue","Triangle, Red","Triangle, Blue","Hexagon, Red","B","Pattern alternates: Triangle (Red), Square (Blue). Next: Triangle (Red).","TRUE"
"Intermediate","A circle increases radius by 2 and rotates 45° anticlockwise: r=2, r=4, r=6, __. What is the next radius and rotation?","r=4, 270° anticlockwise","r=6, 225° anticlockwise","r=8, 180° anticlockwise","r=6, 90° anticlockwise","C","Radius: 2, 4, 6, 8. Rotation: 45° × 4 = 180° anticlockwise.","TRUE"
"Intermediate","2 : 6 :: 5 : __","8","22","15","20","C","2 × 3 = 6. Similarly, 5 × 3 = 15.","TRUE"
"Intermediate","Circle (Red) : Square (Blue) :: Triangle (Green) : __","Triangle (Red)","Square (Red)","Square (Green)","Circle (Blue)","B","Circle to Square changes shape, Red to Blue changes color. Triangle to Square, Green to Red (next color).","TRUE"
"Intermediate","3 : 12 :: 4 : __","16","9 : 36","2 : 8","6 : 24","A","3 × 4 = 12. Similarly, 4 × 4 = 16.","TRUE"
"Intermediate","Filled Circle : Empty Square :: Filled Triangle : __","Filled Triangle : Filled Diamond","Filled Triangle : Empty Circle","Filled Triangle : Filled Square","Empty Square","D","Filled to Empty changes state, Circle to Square changes shape. Filled Triangle to Empty Square.","TRUE"
"Intermediate","5 : 30 :: 6 : __","42","7 : 21","8 : 63","6 : 36","A","5 × (5 + 1) = 30. Similarly, 6 × (6 + 1) = 42.","TRUE"
"Intermediate","Star (3) : Circle (0) :: Pentagon (5) : __","Circle (0)","Hexagon (1)","Circle (4)","Pentagon (3)","A","Star (3 sides) to Circle (0 sides). Pentagon (5 sides) to Circle (0 sides).","TRUE"
"Intermediate","2 : 10 :: 3 : __","15","6","18","9","C","2 × (2 + 3) = 10. Similarly, 3 × (3 + 3) = 18.","TRUE"
"Intermediate","Red : Green :: Blue : __","Orange","Purple","Yellow","Brown","C","Red to Green is a color shift. Blue to Yellow (next in sequence: Red, Green, Blue, Yellow).","TRUE"
"Intermediate","4 : 20 :: 5 : __","4 : 16","25","25 : 40","5 : 24","B","4 × 5 = 20. Similarly, 5 × 5 = 25.","TRUE"
"Intermediate","Triangle (3) : Square (4) :: Pentagon (5) : __","Rhombus (6)","Hexagon (6)","Heptagon (7)","Octagon (8)","B","Triangle (3 sides) to Square (4 sides). Pentagon (5 sides) to Hexagon (6 sides).","TRUE"
"Intermediate","1 : 4 :: 3 : __","8","9","15","6","A","1 × 2 + 2 = 4. Similarly, 3 × 2 + 2 = 8.","TRUE"
"Intermediate","Filled : Empty :: Up : __","Down","Upward","Downward","Left","A","Filled to Empty is opposite. Up to Down is opposite.","TRUE"
"Intermediate","6 : 42 :: 7 : __","56","7^3 - 7 = 342","7^2 - 7 = 48","7^2 + 7 = 56","A","6 × (6 + 1) = 42. Similarly, 7 × (7 + 1) = 56.","TRUE"
"Intermediate","Circle (0) : Triangle (3) :: Square (4) : __","Pentagon (4)","Heptagon (7)","Hexagon (5)","Octagon (6)","B","Circle (0 sides) to Triangle (3 sides). Square (4 sides) to Heptagon (7 sides, +3).","TRUE"
"Intermediate","2 : 12 :: 4 : __","8","64","32","16","C","2 × (2 + 4) = 12. Similarly, 4 × (4 + 4) = 32.","TRUE"
"Intermediate","Red Circle : Blue Square :: Green Triangle : __","Red Triangle","Blue Circle","Green Circle","Red Square","D","Red to Blue, Circle to Square. Green to Red, Triangle to Square.","TRUE"
"Intermediate","3 : 15 :: 5 : __","7 : 35","24 : 48","25","6 : 30","C","3 × 5 = 15. Similarly, 5 × 5 = 25.","TRUE"
"Intermediate","Square (Filled) : Circle (Empty) :: Triangle (Filled) : __","Circle (Filled)","Triangle (Empty)","Square (Empty)","Circle (Empty)","D","Square to Circle changes shape, Filled to Empty changes state. Triangle to Circle, Filled to Empty.","TRUE"
"Intermediate","4 : 24 :: 6 : __","36","48","72","27","B","4 × (4 + 2) = 24. Similarly, 6 × (6 + 2) = 48.","TRUE"
"Intermediate","Pentagon (5) : Hexagon (6) :: Heptagon (7) : __","Nonagon (9)","Octagon (8)","Heptadecagon (17)","Hexadecagon (16)","B","Pentagon (5 sides) to Hexagon (6 sides). Heptagon (7 sides) to Octagon (8 sides).","TRUE"
"Intermediate","Matrix: [1, 4, 10; 2, 7, 16; 3, 10, __]. What is the missing number?","22","18","11","25","A","Columns: 1, 2, 3 (+1); 4, 7, 10 (+3); 10, 16, x (+6). Next: 16 + 6 = 22.","TRUE"
"Intermediate","Matrix: [2, 6, 12; 3, 12, 36; 4, 24, __]. What is the missing number?","Option 3: 108","Option 2: 48","72","Option 1: 60","C","Each row: 2 × 1, 2 × 3, 2 × 6; 3 × 1, 3 × 4, 3 × 12; 4 × 1, 4 × 6, 4 × 18.  
    Next: 4 × 18 = 72.","TRUE"
"Intermediate","Matrix: [Red, Blue, Green; Blue, Green, Red; Green, Red, __]. What is the missing color?","Purple","Yellow","25","Blue","D","Each column shifts down: Red → Blue → Green; Blue → Green → Red; Green → Red → Blue.","TRUE"
"Intermediate","Matrix: [1, 3, 6; 8, 10, 12; 15, 17, __]. What is the missing number?","19","11 becomes 9","16 becomes 14","19 becomes 20","A","Numbers increase by differences: 1, 3 (+2), 6 (+3), 8 (+2), 10 (+2), 12 (+2), 15 (+3), 17 (+2), x (+2).  
    Next: 17 + 2 = 19.","TRUE"
"Intermediate","Matrix: [Circle, Square, Triangle; Square, Triangle, Circle; Triangle, Circle, __]. What is the missing shape?","Rectangle","Diamond","5","Square","D","Each column shifts down: Circle → Square → Triangle; Square → Triangle → Circle; Triangle → Circle → Square.","TRUE"
"Intermediate","Matrix: [2, 8, 18; 3, 12, 24; 4, 16, __]. What is the missing number?","36","48","19","23","A","Each row: 2 × 1², 2 × 2², 2 × 3²; 3 × 1², 3 × 2², 3 × 3²; 4 × 1², 4 × 2², 4 × 3².  
    Next: 4 × 3² = 36.","TRUE"
"Intermediate","Matrix: [1, 5, 11; 2, 8, 17; 3, 11, __]. What is the missing number?","23","4","19","25","A","Columns: 1, 2, 3 (+1); 5, 8, 11 (+3); 11, 17, x (+6). Next: 17 + 6 = 23.","TRUE"
"Intermediate","Matrix: [Filled, Empty, Filled; Empty, Filled, Empty; Filled, Empty, __]. What is the missing state?","Square","Filled","50","90° clockwise","B","Each column alternates: Filled → Empty → Filled; Empty → Filled → Empty; Filled → Empty → Filled.","TRUE"
"Intermediate","Matrix: [4, 12, 24; 6, 18, 36; 8, 24, __]. What is the missing number?","48","18","72","42","A","Each row: 4 × 1, 4 × 3, 4 × 6; 6 × 1, 6 × 3, 6 × 6; 8 × 1, 8 × 3, 8 × 6.  
    Next: 8 × 6 = 48.","TRUE"
"Intermediate","Matrix: [1, 4, 16; 2, 8, 32; 3, 12, __]. What is the missing number?","96","48","24","36","B","Each row: 1 × 4⁰, 1 × 4¹, 1 × 4²; 2 × 4⁰, 2 × 4¹, 2 × 4²; 3 × 4⁰, 3 × 4¹, 3 × 4².  
    Next: 3 × 4² = 48.","TRUE"
"Intermediate","Matrix: [Star, Circle, Square; Circle, Square, Star; Square, Star, __]. What is the missing shape?","Triangle","Circle","52","8","B","Each column shifts down: Star → Circle → Square; Circle → Square → Star; Square → Star → Circle.","TRUE"
"Intermediate","Matrix: [2, 10, 26; 3, 15, 39; 4, 20, __]. What is the missing number?","52","34","58","6","A","Each row: 2 × (1 + 4), 2 × (5 + 0), 2 × (13 - 0); 3 × (1 + 4), 3 × 5, 3 × 13; 4 × (1 + 4), 4 × 5, 4 × 13.  
    Next: 4 × 13 = 52.","TRUE"
"Intermediate","Matrix: [1, 6, 14; 2, 8, 17; 3, 10, __]. What is the missing number?","15","13","22","20","D","Columns: 1, 2, 3 (+1); 6, 8, 10 (+2); 14, 17, x (+3). Next: 17 + 3 = 20.","TRUE"
"Intermediate","Matrix: [Red, Green, Blue; Green, Blue, Red; Blue, Red, __]. What is the missing color?","Purple","85","Green","27","C","Each column shifts down: Red → Green → Blue; Green → Blue → Red; Blue → Red → Green.","TRUE"
"Intermediate","Matrix: [3, 9, 18; 4, 12, 24; 5, 15, __]. What is the missing number?","19","30","27","21","B","Each row: 3 × 1, 3 × 3, 3 × 6; 4 × 1, 4 × 3, 4 × 6; 5 × 1, 5 × 3, 5 × 6.  
    Next: 5 × 6 = 30.","TRUE"
"Intermediate","Matrix: [1, 3, 7; 9, 11, 15; 17, 19, __]. What is the missing number?","13","5","23","29","C","Numbers increase by differences: 1, 3 (+2), 7 (+4), 9 (+2), 11 (+2), 15 (+4), 17 (+2), 19 (+2), x (+4).  
    Next: 19 + 4 = 23.","TRUE"
"Intermediate","Matrix: [2, 8, 20; 3, 12, 30; 4, 16, __]. What is the missing number?","6","40","36","48","B","Each row: 2 × 1, 2 × 4, 2 × 10; 3 × 1, 3 × 4, 3 × 10; 4 × 1, 4 × 4, 4 × 10.  
    Next: 4 × 10 = 40.","TRUE"
"Intermediate","Matrix: [Filled Circle, Empty Square, Filled Triangle; Empty Square, Filled Triangle, Filled Circle; Filled Triangle, Filled Circle, __]. What is the missing shape?","Square","Empty Square","Triangle","45","B","Each column shifts down: Circle → Square → Triangle; Square → Triangle → Circle; Triangle → Circle → Square.","TRUE"
"Intermediate","Matrix: [4, 16, 36; 5, 20, 45; 6, 24, __]. What is the missing number?","72","54","30","5","B","Each row: 4 × 1², 4 × 2², 4 × 3²; 5 × 1², 5 × 2², 5 × 3²; 6 × 1², 6 × 2², 6 × 3².  
    Next: 6 × 3² = 54.","TRUE"
"Intermediate","Matrix: [1, 5, 13; 2, 8, 20; 3, 11, __]. What is the missing number?","27","19","7","15","A","Columns: 1, 2, 3 (+1); 5, 8, 11 (+3); 13, 20, x (+7). Next: 20 + 7 = 27.","TRUE"
"Intermediate","Which is the odd one out: 3, 9, 18, 27, 36?","36","27","18","9","C","3, 9, 27, 36 are multiples of 3. 18 is not divisible by 3 evenly in this context.","TRUE"
"Intermediate","Which is the odd one out: Circle (Red), Square (Blue), Triangle (Green), Pentagon (Red), Star (Blue)?","Square","Star","55","14","B","Circle, Square, Triangle, Pentagon are polygons. Star is not.","TRUE"
"Intermediate","Which is the odd one out: 2, 6, 12, 20, 30?","5","2","14","18","B","Differences: 4, 6, 8, 10. 2 does not fit the pattern of increasing differences.","TRUE"
"Intermediate","Which is the odd one out: Filled Circle, Empty Square, Filled Triangle, Empty Pentagon, Red Hexagon?","Filled Circle","Red Hexagon","5","Empty Square","B","Filled, Empty are states. Red is a color.","TRUE"
"Intermediate","Which is the odd one out: 4, 16, 36, 64, 81?","13","Circle","81","200° clockwise","C","4, 16, 36, 64 are squares of even numbers (2², 4², 6², 8²). 81 is 9² (odd).","TRUE"
"Intermediate","Which is the odd one out: Star, Circle, Square, Triangle, Filled Pentagon?","Filled Pentagon","5","Square","Triangle","A","Filled Pentagon has a state; others are shapes only.","TRUE"
"Intermediate","Which is the odd one out: 1, 5, 14, 30, 54?","28","2","54","13","C","Differences: 4, 9, 16, 24. 54 does not fit the pattern of increasing differences.","TRUE"
"Intermediate","Which is the odd one out: Red, Blue, Green, Yellow, Empty?","Empty","Square","Purple","17","A","Red, Blue, Green, Yellow are colors. Empty is a state.","TRUE"
"Intermediate","Which is the odd one out: 2, 8, 20, 40, 70?","Circle","35","240°","70","D","Differences: 6, 12, 20, 30. 70 does not fit the pattern.","TRUE"
"Intermediate","Which is the odd one out: Triangle, Square, Pentagon, Circle, Hexagon?","Hexagon","Circle","17","3","B","Circle has no sides; others are polygons.","TRUE"
"Intermediate","Which is the odd one out: 3, 12, 27, 48, 76?","76","36","90","23","A","Numbers are: 1 × 3, 2 × 6, 3 × 9, 4 × 12, 5 × 15. 76 ≠ 5 × 15.","TRUE"
"Intermediate","Which is the odd one out: Blue Circle, Red Square, Green Triangle, Yellow Pentagon, Star?","Triangle","5","80°","Star","D","Star has no color; others have colors.","TRUE"
"Intermediate","Which is the odd one out: 5, 10, 25, 80, 305?","305","45","Square","120° clockwise","A","Each number is multiplied by increasing factors. 305 does not fit exactly.","TRUE"
"Intermediate","Which is the odd one out: Pentagon, Hexagon, Heptagon, Octagon, Filled Circle?","Filled Pentagon","Heptadecagon","Filled Circle","Nonagon","C","Filled Circle has a state; others are shapes.","TRUE"
"Intermediate","Which is the odd one out: 2, 5, 9, 14, 22?","22","5","14","9","A","Differences: 3, 4, 5, 8. 22 does not fit the pattern.","TRUE"
"Intermediate","Which is the odd one out: Filled Star, Empty Circle, Filled Square, Empty Triangle, Green Pentagon?","Green Pentagon","Empty Square with an extra corner","Filled Star with a red border","Filled Triangle with an empty center","A","Green is a color; others are states.","TRUE"
"Intermediate","Which is the odd one out: 1, 3, 7, 15, 30?","30","5","11","29","A","Each number doubles and adds 1. 30 does not fit.","TRUE"
"Intermediate","Which is the odd one out: Red, Blue, Circle, Green, Yellow?","Square","Triangle","5","Circle","D","Circle is a shape; others are colors.","TRUE"
"Intermediate","Which is the odd one out: 4, 16, 36, 100, 144?","100","36","16","144 (contextual)","D","4, 16, 36, 100 are squares of even numbers (2², 4², 6², 10²). 144 is 12² but fits.","TRUE"
"Intermediate","Which is the odd one out: Square (Red), Triangle (Blue), Pentagon (Green), Hexagon (Yellow), Star (Filled)?","Star","Filled","Blue","13","A","Star has a state (Filled); others have colors.","TRUE"
"Advanced","Find the next number: 1, 2, 6, 24, 120, 720, __","1200","50400","7200","5040","D","Each number is multiplied by increasing integers (factorial): 1 × 1 = 1, 1 × 2 = 2, 2 × 3 = 6, 6 × 4 = 24, 24 × 5 = 120, 120 × 6 = 720.  
   Next: 720 × 7 = 5040.","TRUE"
"Advanced","Find the next number: 3, 7, 18, 44, 94, 182, __","46","91","330","194","C","Differences: 4, 11, 26, 50, 88. Second differences: 7, 15, 24, 38. Third differences: 8, 9, 14. Next third difference ≈ 22.  
   Second difference = 38 + 22 = 60. First difference = 88 + 60 = 148. Next: 182 + 148 = 330.","TRUE"
"Advanced","Find the next number: 2, 5, 14, 41, 122, 365, __","365 × 1 + 9 = 374","365 × 3 + 7 = 1098","365 × 2 + 8 = 738","1094","D","Each number is multiplied by 3 and subtracted by 1: 2 × 3 - 1 = 5, 5 × 3 - 1 = 14, 14 × 3 - 1 = 41, 41 × 3 - 1 = 122, 122 × 3 - 1 = 365.  
   Next: 365 × 3 - 1 = 1094.","TRUE"
"Advanced","Find the next number: 1, 4, 13, 40, 121, 364, __","1093","364 + 2^2 * 11^2 = 1093","1109","1111","A","Each number is multiplied by 3 and increased by 1: 1 × 3 + 1 = 4, 4 × 3 + 1 = 13, 13 × 3 + 1 = 40, 40 × 3 + 1 = 121, 121 × 3 + 1 = 364.  
   Next: 364 × 3 + 1 = 1093.","TRUE"
"Advanced","Find the next number: 5, 10, 22, 49, 103, 208, __","421 -> 103 + 318 = incorrect","429 -> incorrect increment pattern","421","423 -> incorrect increment pattern","C","Each number is approximately doubled and increased by a sequence: 5 × 2 = 10, 10 × 2 + 2 = 22, 22 × 2 + 5 = 49, 49 × 2 + 5 = 103, 103 × 2 + 2 = 208.  
   Pattern alternates +2, +5. Next: 208 × 2 + 5 = 421.","TRUE"
"Advanced","Find the next number: 100, 95, 85, 70, 50, 25, __","-5","20","10","15","A","Differences: -5, -10, -15, -20, -25. Differences decrease by 5. Next difference = -30.  
   Next: 25 - 30 = -5.","TRUE"
"Advanced","Find the next number: 2, 6, 15, 31, 56, 92, __","141","74","17","5","A","Differences: 4, 9, 16, 25, 36 (squares: 2², 3², 4², 5², 6²). Next difference = 7² = 49.  
   Next: 92 + 49 = 141.","TRUE"
"Advanced","Find the next number: 1, 3, 10, 32, 94, 250, __","197","7","812","46","C","Each number follows: 1 × 3 - 0 = 3, 3 × 3 + 1 = 10, 10 × 3 + 2 = 32, 32 × 3 - 2 = 94, 94 × 3 - 32 = 250.  
   Additions/subtractions: 0, +1, +2, -2, -32. Next: +62 (alternating signs, squares). Next: 250 × 3 + 62 = 812.","TRUE"
"Advanced","Find the next number: 4, 12, 30, 66, 132, 240, __","1320","360","198","402","D","Differences: 8, 18, 36, 66, 108. Second differences: 10, 18, 30, 42. Third differences: 8, 12, 12. Next: 42 + 12 = 54.  
   First difference = 108 + 54 = 162. Next: 240 + 162 = 402.","TRUE"
"Advanced","Find the next number: 1, 5, 16, 44, 104, 224, __","22","452","88","17","B","Differences: 4, 11, 28, 60, 120. Second differences: 7, 17, 32, 60. Third differences: 10, 15, 28. Next ≈ 48.  
    Second difference = 60 + 48 = 108. First difference = 120 + 108 = 228. Next: 224 + 228 = 452.","TRUE"
"Advanced","Find the next number: 3, 9, 22, 46, 88, 158, __","271","294","169","272","D","Differences: 6, 13, 24, 42, 70. Second differences: 7, 11, 18, 28. Third differences: 4, 7, 10. Next ≈ 16.  
    Second difference = 28 + 16 = 44. First difference = 70 + 44 = 114. Next: 158 + 114 = 272.","TRUE"
"Advanced","Find the next number: 2, 4, 11, 29, 74, 182, __","442","441","183","184","A","Each number follows: 2 × 2 - 0 = 4, 4 × 3 - 1 = 11, 11 × 3 - 4 = 29, 29 × 3 - 13 = 74, 74 × 3 - 40 = 182.  
    Subtractions: 0, 1, 4, 13, 40 (Fibonacci-like). Next: 104. Next: 182 × 3 - 104 = 442.","TRUE"
"Advanced","Find the next number: 10, 20, 35, 65, 140, 350, __","720","850","980","900","C","Each number is multiplied by increasing factors: 10 × 2 = 20, 20 × 1.75 = 35, 35 × 1.857 = 65, 65 × 2.154 = 140, 140 × 2.5 = 350.  
    Next factor ≈ 2.8. Next: 350 × 2.8 = 980.","TRUE"
"Advanced","Find the next number: 1, 6, 18, 45, 103, 224, __","104","218","479","472","D","Differences: 5, 12, 27, 58, 121. Second differences: 7, 15, 31, 63. Third differences: 8, 16, 32 (doubles).  
    Next: 64. Second difference = 63 + 64 = 127. First difference = 121 + 127 = 248. Next: 224 + 248 = 472.","TRUE"
"Advanced","Find the next number: 5, 15, 35, 65, 105, 155, __","155","35","85","215","D","Differences: 10, 20, 30, 40, 50. Differences increase by 10. Next difference = 60.  
    Next: 155 + 60 = 215.","TRUE"
"Advanced","Find the next number: 2, 7, 17, 37, 77, 157, __","187","317","137","227","B","Differences: 5, 10, 20, 40, 80 (doubles). Next difference = 160.  
    Next: 157 + 160 = 317.","TRUE"
"Advanced","Find the next number: 1, 4, 12, 36, 108, 324, __","324*4 = 1296","324*3 = 972","972","324*5 = 1620","C","Each number is multiplied by 3: 1 × 3 = 4, 4 × 3 = 12, 12 × 3 = 36, 36 × 3 = 108, 108 × 3 = 324.  
    Next: 324 × 3 = 972.","TRUE"
"Advanced","Find the next number: 3, 8, 22, 60, 164, 446, __","1202","3 × 3 = 9","446 + 1 = 447","60 × 2 = 120","A","Each number is multiplied by 3 and subtracted by a sequence: 3 × 3 - 1 = 8, 8 × 3 - 2 = 22, 22 × 3 - 6 = 60, 60 × 3 - 16 = 164, 164 × 3 - 46 = 446.  
    Subtractions: 1, 2, 6, 16, 46 (+1, ×3). Next: 136. Next: 446 × 3 - 136 = 1202.","TRUE"
"Advanced","Find the next number: 2, 5, 13, 35, 94, 248, __","13 + 2*22 = 57","656","94 + 2*35 = 164","5 + 2*8 = 21","B","Each number follows: 2 × 2 + 1 = 5, 5 × 3 - 2 = 13, 13 × 3 - 4 = 35, 35 × 3 - 11 = 94, 94 × 3 - 34 = 248.  
    Subtractions: 0, 2, 4, 11, 34 (Fibonacci-like). Next: 88. Next: 248 × 3 - 88 = 656.","TRUE"
"Advanced","Find the next number: 100, 98, 92, 80, 62, 38, __","8","42","22","76","A","Differences: -2, -6, -12, -18, -24. Second differences: -4, -6, -6, -6. Next difference = -30.  
    Next: 38 - 30 = 8.","TRUE"
"Advanced","A square rotates 90° clockwise, doubles small squares inside, and alternates colors (Red, Blue): 1 (Red), 2 (Blue), 4 (Red), __. What is the next number, color, and rotation?","5, Blue, 90°","8 squares, Blue, 0° rotation","3, Red, 270°","7, Red, 180°","B","Squares: 1, 2, 4, 8 (doubles). Colors: Red, Blue, Red, Blue. Rotation: 90° × 4 = 360° = 0°.","TRUE"
"Advanced","A triangle rotates 120° anticlockwise, adds 1 side, and cycles fills (Filled, Empty, Half): Triangle (Filled), Quadrilateral (Empty), Pentagon (Half), __. What is the next shape, fill, and rotation?","Pentagon, Half, 240° clockwise","Pentagon, Empty, 240° clockwise","Hexagon, Filled, 120° anticlockwise","Hexagon, Empty, 120° clockwise","C","Sides: 3, 4, 5, 6 (Hexagon). Fill: Filled, Empty, Half, Filled. Rotation: 120° × 4 = 480° = 120°.","TRUE"
"Advanced","A circle doubles sectors and alternates fill and color (Red Filled, Blue Empty): 2 (Red Filled), 4 (Blue Empty), 8 (Red Filled), __. What is the next number, fill, and color?","16 sectors, Red Filled","12 sectors, Red Filled","16 sectors, Blue Empty","8 sectors, Blue Empty","C","Sectors: 2, 4, 8, 16 (doubles). Fill/Color: Red Filled, Blue Empty, Red Filled, Blue Empty.","TRUE"
"Advanced","A pentagon rotates 72° clockwise, increases sides by 2, and cycles colors (Red, Blue, Green): Pentagon (Red), Heptagon (Blue), Nonagon (Green), __. What is the next shape, color, and rotation?","11-gon, Red, 288° clockwise","Heptadecagon (Red), 13-gon (Blue), 36° clockwise","Pentagon (Red), Dodecagon (Green), 72° counterclockwise","Nonagon (Green), 11-gon (Red), 360° counterclockwise","A","Sides: 5, 7, 9, 11 (11-gon). Colors: Red, Blue, Green, Red. Rotation: 72° × 4 = 288°.","TRUE"
"Advanced","A sequence alternates shapes (Circle, Square), doubles count, and cycles colors (Red, Blue): 1 Circle (Red), 2 Squares (Blue), 4 Circles (Red), __. What is the next shape, number, and color?","7 Circles, Red","16 Circles, Red","8 Squares, Blue","12 Triangles, Blue","C","Shapes: Circle, Square, Circle, Square. Number: 1, 2, 4, 8. Colors: Red, Blue, Red, Blue.","TRUE"
"Advanced","A rectangle triples length, halves width, and rotates 90° anticlockwise: 3×4, 9×2, 27×1, __. What is the next rectangle and rotation?","81×3, 270° rotation","81×2, 90° rotation","27×4, 90° rotation","81×0.5, 0° rotation","D","Length: 3, 9, 27, 81. Width: 4, 2, 1, 0.5. Rotation: 90° × 4 = 360° = 0°.","TRUE"
"Advanced","A sequence of triangles adds 2, cycles fills (Filled, Empty), and rotates 60° clockwise: 2 (Filled), 4 (Empty), 6 (Filled), __. What is the next number, fill, and rotation?","6, Empty, 120° clockwise","8, Filled, 300° clockwise","2, Filled, 180° clockwise","8 triangles, Empty, 240° clockwise","D","Number: 2, 4, 6, 8. Fill: Filled, Empty, Filled, Empty. Rotation: 60° × 4 = 240°.","TRUE"
"Advanced","A square increases side by 3, adds 1 small square, and cycles colors (Red, Blue, Green): 3×3 (1 Red), 6×6 (2 Blue), 9×9 (3 Green), __. What is the next square, number, and color?","12×12, 5 squares, Blue","12×12, 4 squares, Red","15×15, 4 squares, Green","10×10, 3 squares, Red","B","Side: 3, 6, 9, 12. Squares: 1, 2, 3, 4. Colors: Red, Blue, Green, Red.","TRUE"
"Advanced","A sequence cycles shapes (Circle, Square, Triangle), doubles count, and alternates fills: 1 Circle (Filled), 2 Squares (Empty), 4 Triangles (Filled), __. What is the next shape, number, and fill?","8 Circles, Empty","12 Triangles, Filled","5 Squares, Filled","9 Triangles, Empty","A","Shapes: Circle, Square, Triangle, Circle. Number: 1, 2, 4, 8. Fill: Filled, Empty, Filled, Empty.","TRUE"
"Advanced","A circle quadruples sectors, rotates 45° clockwise, and cycles colors (Red, Blue): 4 (Red), 16 (Blue), 64 (Red), __. What is the next number, color, and rotation?","256 sectors, Red, 90° clockwise","32 sectors, Blue, 315° clockwise","256 sectors, Blue, 180° clockwise","512 sectors, Blue, 270° clockwise","C","Sectors: 4, 16, 64, 256 (×4). Colors: Red, Blue, Red, Blue. Rotation: 45° × 4 = 180°.","TRUE"
"Advanced","A sequence alternates shapes (Star, Circle), triples count, and cycles fills (Filled, Empty): 1 Star (Filled), 3 Circles (Empty), 9 Stars (Filled), __. What is the next shape, number, and fill?","27 Circles, Empty","45 Stars, Empty","81 Circles, Filled","5 Stars, Filled","A","Shapes: Star, Circle, Star, Circle. Number: 1, 3, 9, 27. Fill: Filled, Empty, Filled, Empty.","TRUE"
"Advanced","A hexagon rotates 60° anticlockwise, adds 3 sides, and cycles colors (Red, Blue, Green): Hexagon (Red), Nonagon (Blue), 12-gon (Green), __. What is the next shape, color, and rotation?","7-gon, Blue, 320° clockwise","15-gon, Red, 240° anticlockwise","14-gon, Yellow, 120° anticlockwise","10-gon, Green, 180° clockwise","B","Sides: 6, 9, 12, 15 (15-gon). Colors: Red, Blue, Green, Red. Rotation: 60° × 4 = 240°.","TRUE"
"Advanced","A sequence of squares triples small squares and alternates colors (Red, Blue): 3 (Red), 9 (Blue), 27 (Red), __. What is the next number, color, and rotation (90° clockwise)?","81 squares, Blue, 0° rotation","81 squares, Red, 90° rotation","27 squares, Blue, 90° rotation","81 squares, Blue, 180° rotation","A","Squares: 3, 9, 27, 81 (×3). Colors: Red, Blue, Red, Blue. Rotation: 90° × 4 = 360° = 0°.","TRUE"
"Advanced","A triangle doubles sides, rotates 120° clockwise, and cycles fills (Filled, Empty, Half): 3 (Filled), 6 (Empty), 12 (Half), __. What is the next shape, fill, and rotation?","24-gon, Filled, 120° clockwise","24-heptagon, Filled, 240° clockwise","18-gon, Half, 240° clockwise","22-gon, Empty, 60° clockwise","A","Sides: 3, 6, 12, 24. Fill: Filled, Empty, Half, Filled. Rotation: 120° × 4 = 480° = 120°.","TRUE"
