"Level","Question","Option_A","Option_B","Option_C","Option_D","Correct_Option","Solution","Needs_Review"
"Intermediate","Passage: Climate change is a pressing global issue. Rising temperatures lead to extreme weather events like floods and droughts. Governments must implement policies to reduce carbon emissions. Individuals can contribute by using public transport and reducing waste. Collective action is essential to mitigate its effects.

Question: What is climate change described as?","A common environmental problem of the past","A pressing domestic issue","A pressing global issue.","A worldwide crisis","C","A pressing global issue.","TRUE"
"Intermediate","Passage: Climate change is a pressing global issue. Rising temperatures lead to extreme weather events like floods and droughts. Governments must implement policies to reduce carbon emissions. Individuals can contribute by using public transport and reducing waste. Collective action is essential to mitigate its effects.

Question: What are the effects of rising temperatures?","Rising sea levels and earthquakes.","Heatwaves and storms.","Floods and droughts.","Increased pollution and poverty.","C","Extreme weather events like floods and droughts.","TRUE"
"Intermediate","Passage: Climate change is a pressing global issue. Rising temperatures lead to extreme weather events like floods and droughts. Governments must implement policies to reduce carbon emissions. Individuals can contribute by using public transport and reducing waste. Collective action is essential to mitigate its effects.

Question: What should governments do to address climate change?","Develop new technologies that solely benefit economic growth.","Reduce carbon emissions through policies.","Increase fossil fuel consumption.","Implement new tax on sustainable energy sources.","B","Implement policies to reduce carbon emissions.","TRUE"
"Intermediate","Passage: Climate change is a pressing global issue. Rising temperatures lead to extreme weather events like floods and droughts. Governments must implement policies to reduce carbon emissions. Individuals can contribute by using public transport and reducing waste. Collective action is essential to mitigate its effects.

Question: How can individuals contribute to fighting climate change?","Reduce emissions by consuming more meat and dairy products.","By recycling all non-recyclable materials, individuals can make a significant impact.","Buy private cars and increase energy consumption.","Use public transport and reduce waste.","D","Use public transport and reduce waste.","TRUE"
"Intermediate","Passage: Climate change is a pressing global issue. Rising temperatures lead to extreme weather events like floods and droughts. Governments must implement policies to reduce carbon emissions. Individuals can contribute by using public transport and reducing waste. Collective action is essential to mitigate its effects.

Question: What is essential to mitigate climate change effects?","Governments alone must develop new, sustainable technologies.","Collective action.","Individual effort is key to reversing global warming trends.","A drastic reduction in carbon emissions is the primary goal.","B","Collective action.","TRUE"
"Intermediate","Arrange: (A) every weekend (B) she (C) visits (D) her grandparents","She visits her grandparents every weekend.","B-C-D-A","She visits every her grandparents weekend.","She visits every weekend at her grandparents.","B","Subject-verb-object-time: She visits her grandparents every weekend.","TRUE"
"Intermediate","Arrange: (A) with confidence (B) he (C) spoke (D) at the conference","B-C-D-A","He at the conference spoke with confidence.","He confidently spoke at the conference.","He spoke the conference with confidence.","A","Subject-verb-place-adverb: He spoke at the conference with confidence.","TRUE"
"Intermediate","Arrange: (A) the book (B) carefully (C) she (D) read","She the book carefully read.","She carefully read the book.","She read the carefully book.","C-D-A-B","D","Subject-verb-object-adverb: She read the book carefully.","TRUE"
"Intermediate","Arrange: (A) the exam (B) with ease (C) he (D) passed","He with ease the exam passed.","C-D-A-B","He passed with the exam.","He passed the exam easily.","B","Subject-verb-object-adverb: He passed the exam with ease.","TRUE"
"Intermediate","Passage: Travelling is a great way to __71__ new cultures. It __72__ your perspective and teaches you to __73__ differences. However, it can be __74__ if not planned well. Always research your __75__ before starting your journey.

Question: Choose the word for __71__:","Immerse in familiar surroundings","Explore","Delve into daily routines","Venture into mundane tasks","B","Travelling involves discovering cultures. Explore fits best.","TRUE"
"Intermediate","Passage: Travelling is a great way to __71__ new cultures. It __72__ your perspective and teaches you to __73__ differences. However, it can be __74__ if not planned well. Always research your __75__ before starting your journey.

Question: Choose the word for __72__:","Expands your horizons","Broadens","Opens up new vistas","Enlarges your worldview","B","New experiences expand views. Broadens is appropriate.","TRUE"
"Intermediate","Passage: Travelling is a great way to __71__ new cultures. It __72__ your perspective and teaches you to __73__ differences. However, it can be __74__ if not planned well. Always research your __75__ before starting your journey.

Question: Choose the word for __73__:","Appreciate","Understand","Tolerate","Respect","A","Learning suggests positive regard. Appreciate fits best.","TRUE"
"Intermediate","Passage: Travelling is a great way to __71__ new cultures. It __72__ your perspective and teaches you to __73__ differences. However, it can be __74__ if not planned well. Always research your __75__ before starting your journey.

Question: Choose the word for __74__:","Frustrating","Exhilarating","Challenging","Difficult","C","Poor planning leads to difficulties. Challenging is appropriate.","TRUE"
"Intermediate","Passage: Travelling is a great way to __71__ new cultures. It __72__ your perspective and teaches you to __73__ differences. However, it can be __74__ if not planned well. Always research your __75__ before starting your journey.

Question: Choose the word for __75__:","Traveling companion","Destination","Itinerary information","Future plans","B","Researching a place suggests destination.","TRUE"
"Intermediate","Passage: Teamwork is __76__ in achieving success. It requires __77__ and mutual respect. Effective teams __78__ ideas openly. Conflicts may arise, but they can be __79__ through communication. A strong team __80__ great results.

Question: Choose the word for __76__:","Crucial","Critical element","Essentiality","Vitality factor","A","Teamwork is key to success. Crucial fits best.","TRUE"
"Intermediate","Passage: Teamwork is __76__ in achieving success. It requires __77__ and mutual respect. Effective teams __78__ ideas openly. Conflicts may arise, but they can be __79__ through communication. A strong team __80__ great results.

Question: Choose the word for __77__:","Individual work","Mutual support","Team effort","Collaboration","D","Teamwork involves working together. Collaboration is appropriate.","TRUE"
"Intermediate","Passage: Teamwork is __76__ in achieving success. It requires __77__ and mutual respect. Effective teams __78__ ideas openly. Conflicts may arise, but they can be __79__ through communication. A strong team __80__ great results.

Question: Choose the word for __78__:","Share","Exchanging views","Interchange thoughts","Express freely","A","Effective teams exchange ideas. Share fits best.","TRUE"
"Intermediate","Passage: Teamwork is __76__ in achieving success. It requires __77__ and mutual respect. Effective teams __78__ ideas openly. Conflicts may arise, but they can be __79__ through communication. A strong team __80__ great results.

Question: Choose the word for __79__:","Avoided","Resolved","Escalated","Mended","B","Communication handles conflicts. Resolved is appropriate.","TRUE"
"Intermediate","Passage: Teamwork is __76__ in achieving success. It requires __77__ and mutual respect. Effective teams __78__ ideas openly. Conflicts may arise, but they can be __79__ through communication. A strong team __80__ great results.

Question: Choose the word for __80__:","Delivers","Produces","Achieves","Yields","A","Strong teams succeed. Delivers fits best.","TRUE"
"Intermediate","Meaning of “Burn the midnight oil”:","Work late","Employ a lot of energy","Create a loud disturbance","Work with excessive speed","A","Burn the midnight oil means working late into the night.","TRUE"
"Intermediate","Meaning of “Beat around the bush”:","Avoid the main topic","Talk in circles around a subject without making a direct statement.","Make small talk to distract from a serious issue.","Discuss a topic from multiple angles to confuse others.","A","Beat around the bush means avoiding the main issue.","TRUE"
"Intermediate","Meaning of “Put your best foot forward”:","Put your worst foot forward.","It means to take a leisurely stroll.","Make a strong effort","This is a popular phrase in the business world today.","C","Means to make your best effort.","TRUE"
"Intermediate","Meaning of “Bite off more than you can chew”:","Take on too much","Take on more than you can swallow","Eat more than you can digest","Handle more than you can manage","A","Means taking on more than you can handle.","TRUE"
"Intermediate","Meaning of “Cry over spilt milk”:","Don't bother with the past mistakes.","Regret the past","It's pointless to be angry about something that's already happened.","We should never let one bad experience ruin our day.","B","Means regretting something unchangeable.","TRUE"
"Intermediate","Meaning of “Every cloud has a silver lining”:","Every decision has a financial consequence","Every situation has a hidden danger","Every cloud has a dark underside","Every problem has a positive aspect","D","Means every difficulty has a hopeful aspect.","TRUE"
"Intermediate","Meaning of “Throw in the towel”:","Give up","Surrender your entire collection","Abandon your plans altogether","Retreat to a safe position","A","Means to surrender or quit.","TRUE"
"Intermediate","Meaning of “Cut corners”:","Bend the rules excessively.","Make an extra detour.","Take the long route.","Take shortcuts","D","Means to do something in a cheaper or easier way.","TRUE"
"Intermediate","Meaning of “On the ball”:","Well-informed about everything","Alert and efficient","Completely careless","In complete disarray","B","Means being quick and competent.","TRUE"
"Intermediate","Symphony : Composer :: Painting : ?","Artist","Art Critic","Painter","Masterpiece","C","A symphony is created by a composer. A painting is created by a painter.","TRUE"
"Intermediate","Feather : Bird :: Scale : ?","Reptile","Alligator","Fish","Lizard","C","Feathers cover birds; scales cover fish.","TRUE"
"Intermediate","Library : Books :: Museum : ?","Art pieces","Artifacts","Exhibits and relics","Rare antiquities","B","A library contains books; a museum contains artifacts.","TRUE"
"Intermediate","Hammer : Nail :: Screwdriver : ?","Socket wrench","Pliers","Drill press","Screw","D","A hammer drives a nail; a screwdriver drives a screw.","TRUE"
"Intermediate","Doctor : Patient :: Lawyer : ?","Client","Judge : Juror","Judge : Witness","Lawyer : Attorney","A","A doctor treats a patient; a lawyer represents a client.","TRUE"
"Intermediate","Ocean : Wave :: Desert : ?","Dune","Ridge","Sandstorm","Mountain","A","Oceans have waves as features. Deserts have dunes.","TRUE"
"Intermediate","Key : Piano :: String : ?","Violin","Banjo","Guitar","Drum","C","Keys are used to play a piano. Strings are used to play a guitar.","TRUE"
"Intermediate","Telescope : Astronomer :: Microscope : ?","Biologist","Chemist","Meteorologist","Ophthalmologist","A","A telescope is used by an astronomer. A microscope is used by a biologist.","TRUE"
"Intermediate","Map : Geography :: Blueprint : ?","Floor plan : Interior design","Diagram : Cartography","Architecture","Technical drawing : Engineering","C","A map is a tool for geography. A blueprint is a tool for architecture.","TRUE"
"Intermediate","Seed : Plant :: Egg : ?","Fowl","Bird","Animal","Reptile","B","A seed grows into a plant. An egg develops into a bird.","TRUE"
"Advanced","Choose the synonym for ""Acerbic"":","Caustic","Bitterly sarcastic","Vivacious","Acrid","A","Acerbic means sharp or biting in tone. Caustic, meaning harshly critical, is the closest synonym.","TRUE"
"Advanced","Find the synonym for ""Esoteric"":","Abstract and common","Elaborate","Arcane","Obscure and mundane","C","Esoteric means understood by few. Arcane, meaning mysterious or secret, is the closest synonym.","TRUE"
"Advanced","Synonym for ""Nefarious"":","Malignant","Heinous","Diabolical","Wicked","D","Nefarious means despicable or evil. Wicked is the closest synonym.","TRUE"
"Advanced","Choose the synonym for ""Obfuscate"":","Confuse","Perplex","Illuminate","Exacerbate","A","Obfuscate means to make unclear. Confuse is the closest synonym.","TRUE"
"Advanced","Synonym for ""Propinquity"":","Nearness","Closeness to the truth","Proximity","Distance","C","Propinquity means nearness or kinship. Proximity is the closest synonym.","TRUE"
"Advanced","Find the synonym for ""Recalcitrant"":","Defiant","Contumacious","Obdurate","Intractable","A","Recalcitrant means stubbornly resistant. Defiant is the closest synonym.","TRUE"
"Advanced","Synonym for ""Supercilious"":","Haughty","Arrogant","Smugly confident","Overly enthusiastic","B","Supercilious means haughty or disdainful. Arrogant is the closest synonym.","TRUE"
"Advanced","Choose the synonym for ""Temerity"":","Audacity","Impression","Brashness","Finesse","A","Temerity means reckless boldness. Audacity is the closest synonym.","TRUE"
"Advanced","Synonym for ""Ubiquitous"":","Widespread","Ethereal","Pervasive","Omnipresent","D","Ubiquitous means present everywhere. Omnipresent is the closest synonym.","TRUE"
"Advanced","Find the synonym for ""Vituperative"":","Malicious","Caustic","Scathing","Abusive","D","Vituperative means bitterly critical. Abusive is the closest synonym.","TRUE"
"Advanced","Choose the antonym for ""Aplomb"":","Fluster","Finesse","Dither","Composure","A","Aplomb means self-confidence. Fluster, meaning nervous agitation, is the opposite.","TRUE"
"Advanced","Find the antonym for ""Cacophony"":","Beauty","Harmony","Melody","Dissonance","B","Cacophony means harsh sound. Harmony, meaning pleasant sound, is the opposite.","TRUE"
"Advanced","Antonym for ""Epiphany"":","Euphoria","Lack of awareness","Ignorance","Intellectual stagnation","C","Epiphany means sudden understanding. Ignorance, meaning lack of knowledge, is the opposite.","TRUE"
"Advanced","Choose the antonym for ""Magnanimous"":","Generous","Petty","Vindictive","Petty-minded","B","Magnanimous means generous in spirit. Petty, meaning small-minded, is the opposite.","TRUE"
"Advanced","Antonym for ""Pernicious"":","Favorable","Harmless","Positive","Beneficial","D","Pernicious means harmful. Beneficial, meaning helpful, is the opposite.","TRUE"
"Advanced","Find the antonym for ""Quell"":","Incite","Exacerbate","Stifle","Foment","A","Quell means to calm or suppress. Incite, meaning to stir up, is the opposite.","TRUE"
"Advanced","Antonym for ""Reticent"":","Outgoing","Extraverted","Talkative","Chatty","C","Reticent means reluctant to speak. Talkative is the opposite.","TRUE"
"Advanced","Choose the antonym for ""Soporific"":","Tiring","Stimulating","Invigorating","Cerebral","B","Soporific means causing sleep. Stimulating, meaning energizing, is the opposite.","TRUE"
"Advanced","Antonym for ""Turgid"":","Wordy","Diffuse","Concise","Pithless","C","Turgid means overly complex or swollen. Concise, meaning brief, is the opposite.","TRUE"
"Advanced","Find the antonym for ""Voracious"":","Restrained","Selfless","Avid","Abstinent","A","Voracious means excessively eager. Restrained, meaning controlled, is the opposite.","TRUE"
"Advanced","Her ______ critique, though harsh, was instrumental in refining the proposal.","Scathing critique is plausible but does not contain the word ""incisive"". Perfunctory refers to a lack of depth rather than a critique.","Incisive","Perfunctory","Scathing","B","Harsh but refining suggests sharp analysis. Incisive (penetrating) fits best.","TRUE"
"Advanced","The politician’s ______ rhetoric failed to address the economic concerns.","Grandiloquent","Flamboyant","Polemical","Oratorical","A","Failing to address concerns suggests exaggerated speech. Grandiloquent (pompous) fits best.","TRUE"
"Advanced","His ______ demeanor belied the complexity of his strategic thinking.","Uncompromising attitude","Affectingly reserved nature","Overbearing manner","Unassuming","D","Contrast with complex thinking suggests simplicity. Unassuming fits best.","TRUE"
"Advanced","The novel’s ______ prose captivated readers with its depth and nuance.","Gaudy","Bombastic","Ostentatious","Eloquent","D","Captivating suggests expressive language. Eloquent fits best.","TRUE"
"Advanced","The scientist’s ______ hypothesis was met with skepticism by peers.","Audacious","Unorthodox","Bold","Pioneering","A","Skepticism suggests boldness. Audacious (daring) fits best.","TRUE"
"Advanced","Her ______ refusal to compromise frustrated the negotiators.","Obdurate","Adamant","Inflexible","Recalcitrant","B","Frustration suggests inflexibility. Adamant fits best.","TRUE"
"Advanced","The ______ atmosphere in the room made open discussion impossible.","Acrimonious","Sycophantic","Festive","Hospitable","A","Impossible discussion suggests hostility. Acrimonious fits best.","TRUE"
"Advanced","His ______ wit often diffused tense situations.","Disarming","His charming wit often diffused tense situations.","His sharp wit often diffused tense situations.","His clever wit often diffused tense situations.","A","Diffusing tension suggests charm. Disarming fits best.","TRUE"
"Advanced","The policy’s ______ implications were overlooked during its hasty adoption.","Severe consequences","Deleterious","Long-term benefits","Far-reaching effects","B","Overlooked suggests negative outcomes. Deleterious (harmful) fits best.","TRUE"
"Advanced","Her ______ approach to leadership fostered innovation among her team.","Her intuitive approach to leadership fostered innovation among her team.","Her laid-back approach to leadership fostered innovation among her team.","Visionary","Her dictatorial approach to leadership fostered innovation among her team.","C","Fostering innovation suggests foresight. Visionary fits best.","TRUE"
"Advanced","Find the error: He *implied* that she was not *capable to* lead.","He suggested that she was not competent to lead.","He hinted that she was not capable in leading.","He intimated that she was not capable to do.","to → of","D","“Capable” is followed by “of,” not “to.” Error: *to*.","TRUE"
"Advanced","Find the error: Who *did* you *speak* with yesterday?","who → whom","who did you spoke with yesterday","whom → who","who did you say to you","A","“Who” is correct, but “with” should precede “whom” in formal usage. Error: *who*.","TRUE"
"Advanced","Identify the error: She is *one of those* who *prefers* solitude.","She is *one of those who *prefer* solitude is incorrect because the subject ""one of those"" is singular, so the verb should be singular as well, however the error is that the word 'prefer' should be used instead of 'prefer' as it should be in the active voice.","She is *one of those who *prefers* solitude is incorrect because the subject ""one of those"" is singular, so the verb should be singular as well, however the correct subject-verb number agreement is prefer instead of prefers.","prefers → prefer","She is *one of those who prefer solitude is incorrect because the subject ""one of those"" is singular, so the verb should be singular as well.","C","“Who” refers to “those” (plural), requiring “prefer.” Error: *prefers*.","TRUE"
"Advanced","Find the error: He *alluded* that the plan was flawed.","alluded → alluded to","He implied indirectly that the plan was bad.","He stated clearly that the plan would fail.","He hinted that the plan was flawed.","A","“Allude” is intransitive, requiring “to.” Error: *alluded*.","TRUE"
"Advanced","Identify the error: Less *workers* are needed due to automation.","Fewer workers are needed due to automation.","Workers are needed more due to automation.","More workers are needed due to automation.","less → fewer","D","“Fewer” is used for countable nouns like “workers.” Error: *less*.","TRUE"
"Advanced","Correct: His argument *lacks* of credibility.","His argument has a lot of credibility.","His argument lacks credibility.","His argument is filled with credibility.","His argument is full of credibility.","B","“Lacks” is not followed by “of.”","TRUE"
"Advanced","Correct: She *insisted* that he *is* present.","She claimed that he has been present.","She demanded that he is present.","She suggested that he should be present somewhere else.","She insisted that he be present.","D","Subjunctive mood after “insist” requires “be.”","TRUE"
"Advanced","Correct: He *should of* reviewed the document.","He should of reviewed the document again.","He should of reviewed the document yesterday.","He should have reviewed the document.","He should to review the document.","C","“Should of” is incorrect; use “should have.”","TRUE"
"Advanced","Correct: Who *did* she *collaborate* with on the project?","Who did she collaborated with on the project?","What did she collaborate with on the project?","Who she collaborate with on the project?","Whom did she collaborate with on the project?","D","“Who” should be “whom” as the object of “with.”","TRUE"
"Advanced","Correct: Neither of the solutions *are* viable.","Both of the solutions isn't viable.","Neither of the solutions aren't viable.","Both of the solutions are not viable.","Neither of the solutions is viable.","D","“Neither” is singular, requiring “is.”","TRUE"
"Advanced","Passage: Artificial Intelligence (AI) is reshaping industries. Machine learning models, trained on vast datasets, enable predictive analytics. However, ethical concerns, such as bias in algorithms and data privacy, pose challenges. Regulatory frameworks are evolving to address these issues, but global consensus remains elusive. AI’s potential to augment human capabilities is immense, provided its deployment is responsible.

Question: What is AI doing to industries?","Transforming corporate cultures","Stabilizing global economies","Reshaping industries.","Changing consumer preferences","C","It is reshaping industries.","TRUE"
"Advanced","Passage: Artificial Intelligence (AI) is reshaping industries. Machine learning models, trained on vast datasets, enable predictive analytics. However, ethical concerns, such as bias in algorithms and data privacy, pose challenges. Regulatory frameworks are evolving to address these issues, but global consensus remains elusive. AI’s potential to augment human capabilities is immense, provided its deployment is responsible.

Question: What enables predictive analytics in AI?","Complex software algorithms","Data visualization tools","Machine learning models.","Artificial neural networks are the key","C","Machine learning models trained on vast datasets.","TRUE"
"Basic","Correct: This books are heavy.","This book is heavy for its size but the cover is light.","This book is heavy.","This books are heavy with meaning.","This book are extremely heavy to lift.","B","Singular ""This"" requires singular ""book."" Adjust verb to ""is.""","TRUE"
"Basic","Passage: The sun is a star at the center of our solar system. It provides energy for Earth, enabling life to exist. Plants use sunlight for photosynthesis, producing oxygen. The sun’s gravity keeps planets in orbit. It is about 4.6 billion years old and expected to last another 5 billion years.

Question: What is the sun’s role in the solar system?","It is the primary moon and regulates the tides.","It is the central planet and causes planetary collisions.","It is the main gas and supports the atmosphere.","It is the central star and maintains planetary orbits.","D","The passage states the sun is at the center and keeps planets in orbit via gravity.","TRUE"
"Advanced","Spot the error: Neither the manager nor the employees *was* informed.","Neither the manager nor the employees were informed.","was → were","Neither the manager nor the employees *has* been informed.","Neither the manager nor the employees *have* been informed.","B","“Neither…nor” takes verb agreement with the closer subject “employees” (plural), requiring “were.” Error: *was*.","TRUE"
"Advanced","Passage: Artificial Intelligence (AI) is reshaping industries. Machine learning models, trained on vast datasets, enable predictive analytics. However, ethical concerns, such as bias in algorithms and data privacy, pose challenges. Regulatory frameworks are evolving to address these issues, but global consensus remains elusive. AI’s potential to augment human capabilities is immense, provided its deployment is responsible.

Question: What are the ethical concerns mentioned?","Lack of standardization in AI systems.","Efficiency and scalability problems.","Technical limitations in machine learning algorithms.","Bias and privacy issues.","D","Bias in algorithms and data privacy.","TRUE"
"Advanced","Passage: Artificial Intelligence (AI) is reshaping industries. Machine learning models, trained on vast datasets, enable predictive analytics. However, ethical concerns, such as bias in algorithms and data privacy, pose challenges. Regulatory frameworks are evolving to address these issues, but global consensus remains elusive. AI’s potential to augment human capabilities is immense, provided its deployment is responsible.

Question: What is the status of regulatory frameworks for AI?","Evolving without global consensus.","Static across different regions,","Progressing steadily with international cooperation.","Developed extensively worldwide,","A","They are evolving, but global consensus is elusive.","TRUE"
"Advanced","Passage: Artificial Intelligence (AI) is reshaping industries. Machine learning models, trained on vast datasets, enable predictive analytics. However, ethical concerns, such as bias in algorithms and data privacy, pose challenges. Regulatory frameworks are evolving to address these issues, but global consensus remains elusive. AI’s potential to augment human capabilities is immense, provided its deployment is responsible.

Question: What is AI’s potential if deployed responsibly?","Enhance human limitations.","Reduce human errors,","Augment human capabilities.","Replace human capabilities,","C","To augment human capabilities.","TRUE"
"Advanced","Passage: Globalization has interconnected economies, fostering trade and cultural exchange. However, it exacerbates income inequality and environmental degradation. Critics argue that multinational corporations exploit developing nations, while proponents claim globalization drives innovation. Balancing economic growth with sustainability requires nuanced policies and international cooperation.

Question: What has globalization done to economies?","Interconnected economies.","Disconnected economies","Globalized economies","Separated economies","A","Interconnected them, fostering trade and cultural exchange.","TRUE"
"Advanced","Passage: Globalization has interconnected economies, fostering trade and cultural exchange. However, it exacerbates income inequality and environmental degradation. Critics argue that multinational corporations exploit developing nations, while proponents claim globalization drives innovation. Balancing economic growth with sustainability requires nuanced policies and international cooperation.

Question: What negative effects does globalization have?","Raises living standards and reduces conflict globally","Increases inequality and environmental harm.","Worsens economic instability and threatens global security","Results in better working conditions and reduced poverty rates","B","Exacerbates income inequality and environmental degradation.","TRUE"
"Advanced","Passage: Globalization has interconnected economies, fostering trade and cultural exchange. However, it exacerbates income inequality and environmental degradation. Critics argue that multinational corporations exploit developing nations, while proponents claim globalization drives innovation. Balancing economic growth with sustainability requires nuanced policies and international cooperation.

Question: What do critics say about multinational corporations?","Benefit the global community,","Contribute to economic diversity,","Exploit developing nations.","Support local businesses,","C","They exploit developing nations.","TRUE"
"Advanced","Passage: Globalization has interconnected economies, fostering trade and cultural exchange. However, it exacerbates income inequality and environmental degradation. Critics argue that multinational corporations exploit developing nations, while proponents claim globalization drives innovation. Balancing economic growth with sustainability requires nuanced policies and international cooperation.

Question: What do proponents of globalization claim?","Encourages cultural homogenization,","Drives innovation.","Reduces government intervention.","Increases profits,","B","It drives innovation.","TRUE"
"Advanced","Passage: Globalization has interconnected economies, fostering trade and cultural exchange. However, it exacerbates income inequality and environmental degradation. Critics argue that multinational corporations exploit developing nations, while proponents claim globalization drives innovation. Balancing economic growth with sustainability requires nuanced policies and international cooperation.

Question: What is required to balance economic growth and sustainability?","Nuanced policies and cooperation.","International agreement and a single economic system","Simple solutions","A combination of economic reforms and strict regulations","A","Nuanced policies and international cooperation.","TRUE"
"Advanced","Arrange: (A) in crisis, (B) with composure, (C) she (D) handled (E) situations","She handled situations in a crisis with composure.","C-D-E-A-B","She handled situations with composure in crisis.","She handled in crisis situations with composure.","B","Subject-verb-object-adverb: She handled situations in crisis with composure.","TRUE"
"Advanced","Arrange: (A) the policy, (B) with unintended (C) consequences, (D) was implemented, (E) severe","(E) consequences with","A-D-B-E-C","(B) the policy has,","(C) severe unintended,","B","Subject-verb-adverb-object: The policy was implemented with unintended severe consequences.","TRUE"
"Advanced","Arrange: (A) the artist, (B) with bold (C) created, (D) strokes, (E) a masterpiece","A-B-D-C-E","C) the artist, with beautiful paintings,","B) boldly created a new era","A) The artist with strokes,","A","Subject-verb-object-adverb: The artist, with bold strokes, created a masterpiece.","TRUE"
"Advanced","Arrange: (A) with unwavering (B) he (C) pursued, (D) determination, (E) his goals","He with unwavering determination pursued his goals.","He pursued unwavering his goals with determination.","B-C-E-A-D","He his goals with unwavering determination pursued.","C","Subject-verb-object-adverb: He pursued his goals with unwavering determination.","TRUE"
"Advanced","Passage: Leadership is not about authority but about __71__ others to achieve a shared vision. Effective leaders __72__ trust and foster collaboration. They navigate __73__ with resilience, adapting to change. However, leadership demands __74__ to ethical principles. Without integrity, a leader’s influence is __75__.

Question: Choose the word for __71__:","Directing the team","Controlling the process","Guiding others","Inspiring","D","Shared vision suggests motivation. Inspiring fits best.","TRUE"
"Advanced","Passage: Leadership is not about authority but about __71__ others to achieve a shared vision. Effective leaders __72__ trust and foster collaboration. They navigate __73__ with resilience, adapting to change. However, leadership demands __74__ to ethical principles. Without integrity, a leader’s influence is __75__.

Question: Choose the word for __72__:","Cultivate","Establish a bond","Build rapport","Earn respect","A","Trust is built actively. Cultivate is appropriate.","TRUE"
"Advanced","Passage: Leadership is not about authority but about __71__ others to achieve a shared vision. Effective leaders __72__ trust and foster collaboration. They navigate __73__ with resilience, adapting to change. However, leadership demands __74__ to ethical principles. Without integrity, a leader’s influence is __75__.

Question: Choose the word for __73__:","Hostile environments","Difficult situations","Challenges","Unforeseen circumstances","C","Resilience implies difficulties. Challenges fits best.","TRUE"
"Advanced","Passage: Leadership is not about authority but about __71__ others to achieve a shared vision. Effective leaders __72__ trust and foster collaboration. They navigate __73__ with resilience, adapting to change. However, leadership demands __74__ to ethical principles. Without integrity, a leader’s influence is __75__.

Question: Choose the word for __74__:","Compliance with","Adherence","Commitment to","Affiliation towards","B","Ethics requires commitment. Adherence is appropriate.","TRUE"
"Advanced","Passage: Leadership is not about authority but about __71__ others to achieve a shared vision. Effective leaders __72__ trust and foster collaboration. They navigate __73__ with resilience, adapting to change. However, leadership demands __74__ to ethical principles. Without integrity, a leader’s influence is __75__.

Question: Choose the word for __75__:","Completely disregarded by their followers","Negatively impacted by the leader's own flaws","Diminished","Weakened by past mistakes","C","Lack of integrity weakens influence. Diminished fits best.","TRUE"
"Advanced","Passage: Innovation drives progress but often __76__ resistance. New ideas challenge __77__ norms, causing discomfort. Successful innovators __78__ this opposition by demonstrating value. However, innovation must be __79__ with caution to avoid unintended consequences. Ultimately, it __80__ society forward.

Question: Choose the word for __76__:","Encounters","Faced by","Exposed to","Confronted with","A","Innovation faces obstacles. Encounters fits best.","TRUE"
"Advanced","Passage: Innovation drives progress but often __76__ resistance. New ideas challenge __77__ norms, causing discomfort. Successful innovators __78__ this opposition by demonstrating value. However, innovation must be __79__ with caution to avoid unintended consequences. Ultimately, it __80__ society forward.

Question: Choose the word for __77__:","Established","Traditional","Current","Traditional norms","A","Norms resisted are set. Established is appropriate.","TRUE"
"Advanced","Passage: Innovation drives progress but often __76__ resistance. New ideas challenge __77__ norms, causing discomfort. Successful innovators __78__ this opposition by demonstrating value. However, innovation must be __79__ with caution to avoid unintended consequences. Ultimately, it __80__ society forward.

Question: Choose the word for __78**:","Negated through careful planning","Overcome","Mitigated by their wealth","Avoided due to its negative connotation","B","Innovators address opposition. Overcome fits best.","TRUE"
"Advanced","Passage: Innovation drives progress but often __76__ resistance. New ideas challenge __77__ norms, causing discomfort. Successful innovators __78__ this opposition by demonstrating value. However, innovation must be __79__ with caution to avoid unintended consequences. Ultimately, it __80__ society forward.

Question: Choose the word for __79**:","Glossed","Tempered","Balanced","Moderated","B","Caution balances innovation. Tempered is appropriate.","TRUE"
"Advanced","Passage: Innovation drives progress but often __76__ resistance. New ideas challenge __77__ norms, causing discomfort. Successful innovators __78__ this opposition by demonstrating value. However, innovation must be __79__ with caution to avoid unintended consequences. Ultimately, it __80__ society forward.

Question: Choose the word for __80__:","Lifts the global economy","Advances human progress","Propels","Accelerates societal development","C","Innovation advances society. Propels fits best.","TRUE"
"Advanced","Meaning of “Cast pearls before swine”:","Waste money on the lazy","Spend time on the ignorant","Give jewels to the hungry","Waste value on the unworthy","D","Means giving something valuable to those who don’t appreciate it.","TRUE"
"Advanced","Meaning of “Gild the lily”:","Decorate a dull person with superficial qualities.","Enhance a mediocre talent with excessive praise.","Add unnecessary ornamentation to a plain object.","Overembellish something already beautiful","D","Means adding unnecessary adornment.","TRUE"
"Advanced","Meaning of “Hobson’s choice”:","A mandatory decision with no room for refusal","A selection made without any genuine alternatives","No real choice","A choice between two equally unappealing options","C","Means a choice where only one option is offered.","TRUE"
"Advanced","Meaning of “In the doldrums”:","At a standstill.","In a slump","In a period of rapid growth.","In a state of euphoria.","B","Means in a state of stagnation or depression.","TRUE"
"Advanced","Meaning of “Take the bull by the horns”:","Run away from the problem.","Face a problem directly","Attack the problem from a safe distance.","Confront the problem with a passive attitude.","B","Means to tackle a challenge head-on.","TRUE"
